participant_id,story_shortname,story_setup,priorQ,speach,speachQ,knowledgeQ,access,observe,ai_response
14,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 2 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,2,
14,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,1,
14,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 3 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,3,
14,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 2 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,2,1,
15,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 1 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,1,1,
15,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 3 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,3,
15,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,1,
15,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,1,
15,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 2 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,2,
15,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 2 of the 3 seeds. 2 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,2,2,
16,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,1,
16,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,2,
16,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,1,
16,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,2,
16,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 1 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,1,1,
16,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 3 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,3,
17,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,1,
17,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,2,
17,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,1,
17,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 1 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,1,1,
17,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 2 of the 3 phones. 2 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,2,2,
17,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 3 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,3,
18,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 1 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,1,1,
18,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,1,
18,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,1,
18,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,2,
18,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 2 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,2,
18,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 3 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,3,
19,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 1 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,1,1,
19,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,1,
19,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 3 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,3,
19,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,2,
19,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,1,
19,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 2 of the 3 seeds. 2 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,2,2,
20,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 2 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,2,
20,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,1,
20,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 2 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,2,
20,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 1 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,1,1,
20,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,1,
20,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 3 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,3,
21,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 2 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,2,
21,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 1 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,1,1,
21,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 3 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,3,
21,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,1,
21,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 2 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,2,
21,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,1,
22,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 3 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,3,
22,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 1 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,1,1,
22,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,1,
22,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,2,
22,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 2 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,2,
22,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,1,
23,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 2 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,2,
23,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,2,
23,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,1,
23,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,1,
23,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 3 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,3,
23,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 1 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,1,1,
24,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 3 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,3,
24,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,2,
24,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 1 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,1,1,
24,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,1,
24,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 2 of the 3 phones. 2 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,2,2,
24,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,1,
25,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 1 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,1,1,
25,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,2,
25,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 2 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,2,
25,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,1,
25,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 2 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,2,1,
25,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 3 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,3,
26,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 2 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,2,
26,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,1,
26,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,1,
26,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 3 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,3,
26,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 1 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,1,1,
26,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 2 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,2,
27,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,1,
27,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 1 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,1,1,
27,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 2 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,2,
27,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 3 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,3,
27,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 2 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,2,1,
27,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 2 of the 3 seeds. 2 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,2,2,
